Level,LamaBekerja,PendidikanTerakhir,Sanksi,Kinerja,Loyalitas,HAV,Konfirmasi Atasan, Bonus 
11,85,S1,Tidak Aktif,4.7,3.62,1,1,Layak
10,79,S1,Tidak Aktif,4.68,3.62,1,1,Layak
10,75,S1,Tidak Aktif,4.72,4,1,1,Layak
16,68,S1,Tidak Aktif,3.8,4,1,1,Layak
15,73,S1,Tidak Aktif,3.98,3.54,1,1,Layak
11,71,D3, Aktif,4.51,3.31,1,1,Tidak Layak
10,70,SMK,Tidak Aktif,4.68,4,1,1,Layak
12,64,S1,Tidak Aktif,3.8,3.38,1,1,Layak
14,71,S1,Tidak Aktif,4,3.46,1,1,Layak
10,69,S1,Tidak Aktif,4.74,4,1,1,Layak
11,64,S1,Tidak Aktif,4.64,4,1,1,Layak
11,66,S1,Tidak Aktif,4.52,4,1,1,Layak
15,59,S1,Tidak Aktif,3.93,3.15,1,1,Layak
13,56,S1,Tidak Aktif,3.77,3.85,3,1,Layak
14,54,S1,Tidak Aktif,3.41,3,2,1,Layak
11,60,S1,Tidak Aktif,4.57,4,1,1,Layak
12,60,D3,Tidak Aktif,4.81,3.31,1,1,Layak
10,58,S1,Tidak Aktif,4.8,4,1,1,Layak
15,50,S1,Tidak Aktif,3.8,3.23,1,1,Layak
12,55,S1,Tidak Aktif,4.84,3.46,1,1,Layak
11,44,SMA, Aktif,4.7,4,1,1,Tidak Layak
10,49,S1,Tidak Aktif,4.7,3.31,1,1,Layak
10,36,S1,Tidak Aktif,4.64,3.69,1,1,Layak
11,53,SMA,Tidak Aktif,4.54,4,1,1,Layak
11,58,S1,Tidak Aktif,4.59,3.85,1,1,Layak
10,36,SMA,Tidak Aktif,4.57,3.85,1,1,Layak
10,35,SMA, Aktif,4.86,3.08,1,1,Tidak Layak
14,48,S1,Tidak Aktif,4,3,1,1,Layak
10,35,D3,Tidak Aktif,4.56,3.23,1,1,Layak
10,34,S1,Tidak Aktif,4.56,4,1,1,Layak
10,49,SMA,Tidak Aktif,4.65,3.92,1,1,Layak
10,49,D3,Tidak Aktif,4.55,3.92,1,1,Layak
10,33,SMA,Tidak Aktif,3.87,2.54,4,1,Layak
10,33,S1,Tidak Aktif,4.7,4,1,1,Layak
10,32,S1,Tidak Aktif,4.54,3.38,1,1,Layak
13,32,S1,Tidak Aktif,3.81,3.08,1,1,Layak
10,31,S1,Tidak Aktif,4.72,3.62,1,1,Layak
12,31,S1,Tidak Aktif,4.55,3.38,1,1,Layak
11,31,S1,Tidak Aktif,4.65,3.92,1,1,Layak
13,31,S1,Tidak Aktif,3.79,3.23,3,1,Layak
11,30,S1,Tidak Aktif,4.62,3.69,1,1,Layak
12,29,S1,Tidak Aktif,4.65,3.54,1,1,Layak
14,28,S1,Tidak Aktif,3.88,3.23,1,1,Layak
10,28,D3,Tidak Aktif,4.68,4,1,1,Layak
10,26,S1,Tidak Aktif,4.75,3.77,1,1,Layak
14,25,S1,Tidak Aktif,3.97,3,1,1,Layak
10,25,S1,Tidak Aktif,4.86,3.38,1,1,Layak
10,23,S1,Tidak Aktif,4.58,4,1,1,Layak
12,22,S1,Tidak Aktif,3.87,3.69,1,1,Layak
13,22,S1,Tidak Aktif,3.82,3.77,1,1,Layak
10,22,S1,Tidak Aktif,4.71,4,1,1,Layak
13,19,S1 ,Tidak Aktif,3.8,3.23,1,1,Layak
11,18,S1,Tidak Aktif,3.78,3.15,3,1,Layak
12,18,S1,Tidak Aktif,3.82,3,1,1,Layak
13,16,S1,Tidak Aktif,3.82,3.31,3,1,Layak
16,349,S1,Tidak Aktif,2.45,4,2,2,Tidak Layak
12,337,SMA,Tidak Aktif,3.67,3.23,2,2,Layak
14,327,S1,Tidak Aktif,3.2,3.54,2,2,Tidak Layak
17,318,S1,Tidak Aktif,3.37,3.69,2,2,Tidak Layak
17,316,S1,Tidak Aktif,3.77,3.92,2,2,Tidak Layak
18,315,S1,Tidak Aktif,4.01,3.69,2,2,Layak
17,313,SMA,Tidak Aktif,3.45,3.54,2,2,Tidak Layak
18,310,S1,Tidak Aktif,4.11,3.38,2,2,Layak
15,255,S1,Tidak Aktif,3.11,3.62,2,2,Tidak Layak
17,252,S1,Tidak Aktif,3.72,3,2,2,Layak
16,244,S1,Tidak Aktif,3.74,3,2,2,Layak
16,242,SMA,Tidak Aktif,2.99,4,2,2,Tidak Layak
14,240,S1,Tidak Aktif,3.68,3.62,2,2,Tidak Layak
16,239,S1,Tidak Aktif,3.91,3.62,2,2,Tidak Layak
10,235,SMA,Tidak Aktif,3.34,3.92,2,2,Tidak Layak
15,235,D3,Tidak Aktif,3.35,3.69,2,2,Tidak Layak
16,234,S1,Tidak Aktif,3.66,3.85,2,2,Tidak Layak
17,227,S1,Tidak Aktif,3.49,3.62,4,2,Tidak Layak
14,224,S1,Tidak Aktif,3.26,3.92,2,2,Tidak Layak
15,224,S1,Tidak Aktif,2.64,3.92,2,2,Tidak Layak
15,221,S1,Tidak Aktif,3,3.69,2,2,Tidak Layak
16,220,S1,Tidak Aktif,3.28,3.77,2,2,Tidak Layak
16,219,S1,Tidak Aktif,3.72,3.15,2,2,Layak
17,219,S1,Tidak Aktif,3.75,3.92,2,2,Tidak Layak
16,218,S1,Tidak Aktif,3.58,3.62,2,2,Tidak Layak
14,217,D3,Tidak Aktif,3.69,3,2,2,Layak
15,217,S1,Tidak Aktif,3.75,3.77,2,2,Tidak Layak
15,209,S1,Tidak Aktif,3.18,3.54,2,2,Tidak Layak
17,206,S1,Tidak Aktif,3.27,3.77,2,2,Tidak Layak
14,205,S1,Tidak Aktif,3.27,3.92,2,2,Tidak Layak
17,204,S1,Tidak Aktif,3.52,3,2,2,Tidak Layak
15,203,S1,Tidak Aktif,3.15,3.77,2,2,Tidak Layak
16,202,S1,Tidak Aktif,3.43,4,2,2,Tidak Layak
16,202,S1,Tidak Aktif,3.49,3.85,2,2,Tidak Layak
14,201,S1, Aktif,2.71,3.92,2,2,Tidak Layak
16,201,S1,Tidak Aktif,3.58,4,4,2,Tidak Layak
15,199,S1,Tidak Aktif,3.42,3.69,2,2,Tidak Layak
16,199,S1,Tidak Aktif,4.17,3.85,2,2,Layak
16,196,S1,Tidak Aktif,3.64,2.85,4,2,Layak
15,196,S1,Tidak Aktif,3.3,3.69,2,2,Tidak Layak
15,195,S1,Tidak Aktif,3.41,3.85,2,2,Tidak Layak
16,194,D3,Tidak Aktif,3.69,3.31,2,2,Tidak Layak
13,193,S1,Tidak Aktif,3.66,4,2,2,Tidak Layak
16,192,S1,Tidak Aktif,3.38,3.77,2,2,Tidak Layak
15,190,S1,Tidak Aktif,3.43,3.23,2,2,Tidak Layak
16,190,S1,Tidak Aktif,3.44,3.38,2,2,Tidak Layak
12,190,S1,Tidak Aktif,3.31,4,2,2,Tidak Layak
16,187,S1,Tidak Aktif,3.35,3.85,2,2,Tidak Layak
16,187,S1,Tidak Aktif,2.75,3.85,2,2,Tidak Layak
17,185,S1,Tidak Aktif,3.49,3.62,2,2,Tidak Layak
13,185,S1,Tidak Aktif,3.64,4,2,2,Tidak Layak
14,185,S1,Tidak Aktif,3.61,3.08,2,2,Layak
15,185,D3,Tidak Aktif,4.2,3.92,2,2,Layak
12,182,S1,Tidak Aktif,3.07,3.46,2,2,Tidak Layak
12,181,S1,Tidak Aktif,4.15,4,2,2,Layak
12,181,S1,Tidak Aktif,3.79,4,2,2,Tidak Layak
17,180,S1,Tidak Aktif,3.33,3.08,2,2,Tidak Layak
15,177,S1,Tidak Aktif,3.38,3.69,2,2,Tidak Layak
16,176,S1,Tidak Aktif,3.98,3.62,2,2,Tidak Layak
11,174,SMA,Tidak Aktif,4.25,4,2,2,Layak
14,173,S1,Tidak Aktif,3.52,4,2,2,Tidak Layak
12,172,S1,Tidak Aktif,3.7,3.92,2,2,Tidak Layak
15,168,S1,Tidak Aktif,3.61,3.69,2,2,Tidak Layak
11,168,S1,Tidak Aktif,2.92,4,2,2,Tidak Layak
12,166,S1, Aktif,4.19,3,2,2,Tidak Layak
12,165,D3,Tidak Aktif,3.64,3.85,2,2,Tidak Layak
12,165,D3, Aktif,4.14,3.46,2,2,Tidak Layak
15,164,S1,Tidak Aktif,3.15,3.15,4,2,Tidak Layak
12,164,D3,Tidak Aktif,2.88,4,2,2,Tidak Layak
14,164,S1,Tidak Aktif,3.39,4,2,2,Tidak Layak
14,164,S1,Tidak Aktif,3.35,3.69,2,2,Tidak Layak
13,163,S1,Tidak Aktif,3.92,3.62,2,2,Tidak Layak
13,161,D3,Tidak Aktif,3.56,3,2,2,Tidak Layak
11,161,S1,Tidak Aktif,2.68,3.85,2,2,Tidak Layak
14,160,S1,Tidak Aktif,3.09,3.08,2,2,Tidak Layak
17,158,S1,Tidak Aktif,3.61,3.92,2,2,Tidak Layak
12,158,S1,Tidak Aktif,4.34,4,2,2,Layak
16,157,S1,Tidak Aktif,3.68,4,2,2,Tidak Layak
16,156,S1,Tidak Aktif,3.06,3.85,2,2,Tidak Layak
16,156,S1,Tidak Aktif,4.04,3,4,2,Layak
14,156,S1,Tidak Aktif,3.75,3.15,2,2,Layak
12,156,S1,Tidak Aktif,4.1,3.54,2,2,Layak
12,155,S1,Tidak Aktif,4.09,4,2,2,Layak
16,155,S1,Tidak Aktif,4.35,3.69,2,2,Layak
12,154,SMA,Tidak Aktif,4.1,4,2,2,Layak
16,153,S1,Tidak Aktif,3.35,3.85,2,2,Tidak Layak
16,153,S1,Tidak Aktif,3.24,3.69,2,2,Tidak Layak
12,152,D3,Tidak Aktif,4.34,3.69,2,2,Layak
16,152,SMA,Tidak Aktif,3.2,4,2,2,Tidak Layak
14,152,D3,Tidak Aktif,4.29,3.46,2,2,Layak
11,152,SMA,Tidak Aktif,2.36,3.62,2,2,Tidak Layak
16,151,S1,Tidak Aktif,3.18,3.54,2,2,Tidak Layak
16,151,SMA,Tidak Aktif,4.16,3.54,2,2,Layak
11,151,SMA,Tidak Aktif,2.62,3.85,2,2,Tidak Layak
16,150,S1,Tidak Aktif,3.18,3.69,2,2,Tidak Layak
10,150,S1,Tidak Aktif,2.77,4,2,2,Tidak Layak
15,149,SMA,Tidak Aktif,3.85,3.38,2,2,Tidak Layak
14,149,S1,Tidak Aktif,3.02,3.85,2,2,Tidak Layak
15,149,S1,Tidak Aktif,3.43,3.08,2,2,Tidak Layak
14,149,S1,Tidak Aktif,3.25,3.23,4,2,Tidak Layak
11,149,S1,Tidak Aktif,3.96,3.85,2,2,Tidak Layak
16,148,SMA,Tidak Aktif,3.25,3.31,2,2,Tidak Layak
15,148,SMA,Tidak Aktif,3.11,3.85,2,2,Tidak Layak
16,148,SMA,Tidak Aktif,4.2,3.85,2,2,Layak
16,148,S1,Tidak Aktif,3.29,3.92,2,2,Tidak Layak
14,148,S1,Tidak Aktif,4.38,3.69,2,2,Layak
13,146,S1,Tidak Aktif,3.56,3.31,4,2,Tidak Layak
12,146,S1, Aktif,3.41,3.77,2,2,Tidak Layak
14,145,S1,Tidak Aktif,4.48,3.92,2,2,Layak
14,146,S1,Tidak Aktif,4.07,3.62,2,2,Layak
15,145,S1,Tidak Aktif,2.79,3,2,2,Tidak Layak
16,144,SMA,Tidak Aktif,3.64,3.54,2,2,Tidak Layak
15,142,S1,Tidak Aktif,3.39,3,2,2,Tidak Layak
15,142,S1,Tidak Aktif,3.49,3.62,2,2,Tidak Layak
15,142,SMA, Aktif,2,3.69,2,2,Tidak Layak
10,141,D3,Tidak Aktif,4.44,3.54,2,2,Layak
13,141,S1,Tidak Aktif,4.42,3.38,2,2,Layak
14,140,S1,Tidak Aktif,3.7,3.08,2,2,Layak
17,139,S1,Tidak Aktif,3.78,0,6,2,Layak
14,139,SMA,Tidak Aktif,4.02,3.85,2,2,Layak
11,139,S1,Tidak Aktif,3.61,3.62,2,2,Tidak Layak
15,138,S1,Tidak Aktif,3.55,3.08,2,2,Tidak Layak
12,138,S1,Tidak Aktif,4.15,3.54,2,2,Layak
16,138,D3,Tidak Aktif,3.5,3.62,2,2,Tidak Layak
17,137,S1,Tidak Aktif,3.38,3,2,2,Tidak Layak
16,137,S1,Tidak Aktif,3.57,3.92,2,2,Tidak Layak
16,136,S1,Tidak Aktif,3.72,3,2,2,Layak
10,135,SMA,Tidak Aktif,3.62,4,2,2,Tidak Layak
14,134,S1,Tidak Aktif,2.85,3.85,2,2,Tidak Layak
16,132,S1,Tidak Aktif,3.69,2.85,4,2,Layak
12,133,S1,Tidak Aktif,4.08,4,2,2,Layak
12,131,S1,Tidak Aktif,4.31,3,4,2,Layak
15,131,S1,Tidak Aktif,3.49,4,2,2,Tidak Layak
15,131,S1,Tidak Aktif,3.42,3.46,2,2,Tidak Layak
11,130,D3,Tidak Aktif,3.7,3.08,2,2,Tidak Layak
17,130,S1,Tidak Aktif,3.27,4,2,2,Tidak Layak
12,130,S1,Tidak Aktif,4.2,3.85,2,2,Layak
11,130,S1,Tidak Aktif,4.19,4,2,2,Layak
13,130,S1,Tidak Aktif,4.36,3.85,2,2,Layak
16,130,S1,Tidak Aktif,4.16,3.92,2,2,Layak
11,130,S1,Tidak Aktif,4.27,3.62,2,2,Layak
14,130,SMA,Tidak Aktif,3.81,3.85,2,2,Tidak Layak
16,129,S1,Tidak Aktif,3.47,4,2,2,Tidak Layak
15,129,S1,Tidak Aktif,3.78,3.77,2,2,Tidak Layak
13,129,S1,Tidak Aktif,3.49,3,2,2,Tidak Layak
15,130,S1,Tidak Aktif,3.64,3.15,2,2,Layak
15,130,S1,Tidak Aktif,2.62,3.31,8,2,Tidak Layak
15,128,S1,Tidak Aktif,3.23,3,2,2,Tidak Layak
12,128,D3,Tidak Aktif,4.46,3.62,2,2,Layak
14,128,SMA,Tidak Aktif,2.94,4,2,2,Tidak Layak
15,127,S1,Tidak Aktif,3.09,3.15,2,2,Tidak Layak
12,125,SMA,Tidak Aktif,3.42,3.77,2,2,Tidak Layak
15,125,S1,Tidak Aktif,3.65,3,2,2,Layak
13,125,S1,Tidak Aktif,3.86,4,2,2,Tidak Layak
13,125,S1,Tidak Aktif,4.26,3.92,2,2,Layak
15,125,S1,Tidak Aktif,3.42,2.92,2,2,Tidak Layak
11,124,S1,Tidak Aktif,2.74,4,2,2,Tidak Layak
11,125,D3,Tidak Aktif,4.17,4,2,2,Layak
15,123,S1,Tidak Aktif,3.69,4,2,2,Tidak Layak
17,123,S1,Tidak Aktif,2.92,3.92,2,2,Tidak Layak
12,122,S1,Tidak Aktif,4.12,3.46,2,2,Layak
12,122,SMA,Tidak Aktif,3.34,3.77,2,2,Tidak Layak
14,123,S1,Tidak Aktif,4.5,3.54,4,2,Layak
14,123,S1,Tidak Aktif,3.39,3.69,2,2,Tidak Layak
11,121,S1,Tidak Aktif,4.09,3.54,2,2,Layak
15,121,D3,Tidak Aktif,3.46,3.54,2,2,Tidak Layak
13,121,S1,Tidak Aktif,4.09,3.92,2,2,Layak
13,120,S1,Tidak Aktif,3.67,3.08,2,2,Layak
17,120,S1 ,Tidak Aktif,3.31,4,2,2,Tidak Layak
11,119,S1,Tidak Aktif,3.81,3.85,2,2,Tidak Layak
11,119,D3,Tidak Aktif,4.18,3.92,2,2,Layak
16,119,S1,Tidak Aktif,4.03,3.92,2,2,Layak
14,118,S1,Tidak Aktif,3.28,3.46,8,2,Tidak Layak
15,118,S1,Tidak Aktif,3.1,4,4,2,Tidak Layak
11,118,D3,Tidak Aktif,3.02,3.77,2,2,Tidak Layak
10,118,S1,Tidak Aktif,4.07,3.77,2,2,Layak
14,118,S1,Tidak Aktif,3.81,4,2,2,Tidak Layak
12,117,SMA,Tidak Aktif,4.14,3.92,2,2,Layak
14,117,S1,Tidak Aktif,4.37,3.85,2,2,Layak
11,116,D3,Tidak Aktif,2.79,3.62,2,2,Tidak Layak
12,117,S1,Tidak Aktif,3.16,3.54,2,2,Tidak Layak
12,117,S1,Tidak Aktif,3.02,4,2,2,Tidak Layak
12,116,SMA,Tidak Aktif,4.39,3.92,2,2,Layak
16,115,SMA,Tidak Aktif,4.22,3.85,2,2,Layak
14,114,SMA,Tidak Aktif,3.2,3.38,2,2,Tidak Layak
11,114,S1,Tidak Aktif,4.38,3.23,2,2,Layak
12,114,SMA,Tidak Aktif,4.03,3.62,2,2,Layak
15,113,S1,Tidak Aktif,2.06,2.85,2,2,Tidak Layak
16,113,S1,Tidak Aktif,3.6,3.77,2,2,Tidak Layak
10,113,SMA,Tidak Aktif,3.63,4,2,2,Tidak Layak
15,112,S1,Tidak Aktif,3.59,3.85,2,2,Tidak Layak
16,112,S1,Tidak Aktif,3.4,3,2,2,Tidak Layak
15,112,S1,Tidak Aktif,3.37,3.08,2,2,Tidak Layak
14,111,S1,Tidak Aktif,3.27,3.23,4,2,Tidak Layak
14,112,S1,Tidak Aktif,3.54,3.31,2,2,Tidak Layak
13,112,S1,Tidak Aktif,3.94,3.62,4,2,Tidak Layak
15,111,S1,Tidak Aktif,3.55,3.85,2,2,Tidak Layak
14,112,S1,Tidak Aktif,3.54,3.69,4,2,Tidak Layak
12,112,S1,Tidak Aktif,4.32,4,2,2,Layak
12,110,S1,Tidak Aktif,4.27,3.15,2,2,Layak
14,110,S1,Tidak Aktif,3.11,3.46,4,2,Tidak Layak
14,108,S1,Tidak Aktif,4.06,4,2,2,Layak
13,108,SMA,Tidak Aktif,3.59,3.46,2,2,Tidak Layak
12,109,S1,Tidak Aktif,3.39,3.08,2,2,Tidak Layak
12,108,SMA,Tidak Aktif,3.39,3.77,2,2,Tidak Layak
12,108,S1,Tidak Aktif,4.37,4,2,2,Layak
12,107,D3,Tidak Aktif,3.68,3.46,2,2,Tidak Layak
12,106,SMA,Tidak Aktif,3.24,4,2,2,Tidak Layak
11,106,S1,Tidak Aktif,2.86,3.77,2,2,Tidak Layak
15,105,S1,Tidak Aktif,3.44,3.54,2,2,Tidak Layak
16,105,S1,Tidak Aktif,3.87,3,1,2,Layak
12,105,S1,Tidak Aktif,3.79,3.54,2,2,Tidak Layak
12,104,S1,Tidak Aktif,4.02,4,2,2,Layak
10,104,D2 , Aktif,3.73,3.54,2,2,Tidak Layak
12,104,SMA,Tidak Aktif,2.86,4,2,2,Tidak Layak
11,103,SMA,Tidak Aktif,3.77,4,2,2,Tidak Layak
10,103,S1,Tidak Aktif,4.17,3.54,2,2,Layak
14,104,S1,Tidak Aktif,3.46,3.62,4,2,Tidak Layak
15,103,S1,Tidak Aktif,3.73,3.38,2,2,Layak
14,103,S1, Aktif,3.93,3.85,2,2,Tidak Layak
16,103,S1,Tidak Aktif,3.41,3.69,4,2,Tidak Layak
13,103,S1,Tidak Aktif,3.74,2.92,4,2,Layak
12,103,S1,Tidak Aktif,3.86,3.85,2,2,Tidak Layak
12,102,S1,Tidak Aktif,3.16,3.46,2,2,Tidak Layak
12,102,SMA,Tidak Aktif,3.79,3.85,2,2,Tidak Layak
12,102,S1,Tidak Aktif,3.84,3.69,2,2,Tidak Layak
12,102,S1,Tidak Aktif,3.84,3.69,2,2,Tidak Layak
11,102,S1,Tidak Aktif,4.36,3.77,2,2,Layak
12,102,S1,Tidak Aktif,4.38,3.69,2,2,Layak
14,102,D3,Tidak Aktif,3.5,4,2,2,Tidak Layak
14,102,S1,Tidak Aktif,3.27,3.46,4,2,Tidak Layak
15,102,S1,Tidak Aktif,3.65,3,2,2,Layak
11,102,S1,Tidak Aktif,4.25,4,2,2,Layak
14,102,S1,Tidak Aktif,3.11,3.62,2,2,Tidak Layak
12,101,S1,Tidak Aktif,4.01,3.62,2,2,Layak
15,102,S1,Tidak Aktif,3.21,3.23,4,2,Tidak Layak
12,102,S1,Tidak Aktif,4.25,4,2,2,Layak
14,101,S1,Tidak Aktif,3.42,3,2,2,Tidak Layak
14,100,S1,Tidak Aktif,3.34,3.62,2,2,Tidak Layak
10,100,S1,Tidak Aktif,3.67,3.92,2,2,Tidak Layak
15,100,S1,Tidak Aktif,3.73,3,2,2,Layak
15,101,S1,Tidak Aktif,3.85,3.85,2,2,Tidak Layak
14,101,S1,Tidak Aktif,3.63,3,2,2,Layak
14,101,S1,Tidak Aktif,3.54,3.46,2,2,Tidak Layak
14,101,S1,Tidak Aktif,4,3.23,4,2,Layak
11,100,S1,Tidak Aktif,3.03,3.92,2,2,Tidak Layak
11,100,S1,Tidak Aktif,4.09,4,2,2,Layak
11,100,SMA,Tidak Aktif,4.22,3.92,2,2,Layak
11,100,D3,Tidak Aktif,4.48,3.77,2,2,Layak
12,99,SMA,Tidak Aktif,2.7,3.77,2,2,Tidak Layak
11,99,S1,Tidak Aktif,4.28,4,2,2,Layak
10,99,S1,Tidak Aktif,4.48,3.62,2,2,Layak
12,99,SMA, Aktif,3.77,3.38,2,2,Tidak Layak
14,99,S1,Tidak Aktif,3.1,3.92,2,2,Tidak Layak
12,98,S1,Tidak Aktif,3.64,4,2,2,Tidak Layak
15,98,S1,Tidak Aktif,3.19,3.38,2,2,Tidak Layak
14,98,S1,Tidak Aktif,3.48,2.92,2,2,Tidak Layak
14,98,S1,Tidak Aktif,3.15,2.77,4,2,Tidak Layak
11,97,S1,Tidak Aktif,3.32,2.85,4,2,Tidak Layak
15,97,S1,Tidak Aktif,3.45,3.77,4,2,Tidak Layak
11,96,S1,Tidak Aktif,3.14,4,2,2,Tidak Layak
10,96,S1, Aktif,3.24,3.62,2,2,Tidak Layak
11,96,S1,Tidak Aktif,3.56,4,2,2,Tidak Layak
13,96,S1,Tidak Aktif,4.39,3.62,2,2,Layak
10,95,S1,Tidak Aktif,4.07,3.92,2,2,Layak
15,95,S1,Tidak Aktif,3.64,3.15,2,2,Layak
15,96,S1,Tidak Aktif,3.74,3.23,2,2,Layak
15,95,S1,Tidak Aktif,3.4,0,4,2,Tidak Layak
10,94,SMA,Tidak Aktif,3.36,3.23,2,2,Tidak Layak
13,92,S1,Tidak Aktif,2.98,3.23,4,2,Tidak Layak
15,92,D4 ,Tidak Aktif,3.3,3.77,2,2,Tidak Layak
14,91,S1,Tidak Aktif,3.59,2.92,2,2,Tidak Layak
14,90,S1,Tidak Aktif,3.02,2.77,4,2,Tidak Layak
10,90,S1,Tidak Aktif,3.51,4,2,2,Tidak Layak
16,90,S1,Tidak Aktif,3.66,3.46,2,2,Layak
11,91,S1,Tidak Aktif,3.69,3.15,2,2,Tidak Layak
11,95,SMK,Tidak Aktif,2.99,4,2,2,Tidak Layak
14,92,S1,Tidak Aktif,3.53,3.85,2,2,Tidak Layak
14,94,S1,Tidak Aktif,3.16,3.46,2,2,Tidak Layak
13,89,D3,Tidak Aktif,3.74,2.77,4,2,Layak
15,91,S1,Tidak Aktif,3.17,2.92,2,2,Tidak Layak
11,93,S1,Tidak Aktif,3.53,3.69,2,2,Tidak Layak
12,94,SMK,Tidak Aktif,3.33,4,2,2,Tidak Layak
12,88,S1,Tidak Aktif,3.04,4,2,2,Tidak Layak
13,93,D3,Tidak Aktif,3.43,3.77,2,2,Tidak Layak
13,87,S1,Tidak Aktif,2.5,3,4,2,Tidak Layak
11,87,S1,Tidak Aktif,3.05,3.85,2,2,Tidak Layak
14,87,SMA,Tidak Aktif,3.41,3.15,2,2,Tidak Layak
11,93,D1 ,Tidak Aktif,2.93,3.92,2,2,Tidak Layak
12,86,SMK,Tidak Aktif,3.59,4,2,2,Tidak Layak
16,86,S1,Tidak Aktif,3.66,3.31,2,2,Layak
11,93,SMA,Tidak Aktif,3.35,3.77,2,2,Tidak Layak
12,92,SMA,Tidak Aktif,4.04,3.46,2,2,Layak
12,90,D3,Tidak Aktif,3.7,3.85,2,2,Tidak Layak
11,86,S1,Tidak Aktif,2.84,3.54,2,2,Tidak Layak
14,86,S1,Tidak Aktif,3.35,3.54,2,2,Tidak Layak
12,90,S1,Tidak Aktif,2.88,3.62,2,2,Tidak Layak
13,84,D3,Tidak Aktif,3.53,3.92,2,2,Tidak Layak
12,90,S1,Tidak Aktif,3.6,3.77,2,2,Tidak Layak
10,91,SMA,Tidak Aktif,3.61,4,2,2,Tidak Layak
15,89,S1,Tidak Aktif,3.38,3.23,4,2,Tidak Layak
13,91,D3,Tidak Aktif,4.22,4,2,2,Layak
15,87,S1,Tidak Aktif,3.68,3.08,2,2,Layak
